symbol,sector,industry,exchange,market_cap_B
FURY,Basic Materials,Other Industrial Metals & Mining,ASE,0.12
ACNT,Basic Materials,Chemicals,NGM,0.12
MGNX,Healthcare,Biotechnology,NMS,0.12
ZYBT,Healthcare,Drug Manufacturers - Specialty & Generic,NCM,0.12
RPT,Real Estate,REIT - Mortgage,NYQ,0.11
RRGB,Consumer Cyclical,Restaurants,NMS,0.11
RSSS,Technology,Software - Application,NCM,0.11
AEI,Real Estate,Real Estate - Development,NCM,0.11
AGRZ,Consumer Defensive,Farm Products,NCM,0.11
CODA,Industrials,Aerospace & Defense,NCM,0.11
PDCC,Financial Services,Asset Management,NYQ,0.11
RVSB,Financial Services,Banks - Regional,NMS,0.11
XTNT,Healthcare,Medical Devices,ASE,0.11
ESP,Industrials,Electrical Equipment & Parts,ASE,0.11
AGH,Consumer Cyclical,Leisure,NCM,0.11
DRIO,Healthcare,Health Information Services,NCM,0.11
LHSW,Technology,Software - Infrastructure,NCM,0.11
LPA,Real Estate,Real Estate - Development,ASE,0.11
LFVN,Consumer Defensive,Packaged Foods,NCM,0.11
NCSM,Energy,Oil & Gas Equipment & Services,NCM,0.11
SFBC,Financial Services,Banks - Regional,NCM,0.11
RCEL,Healthcare,Medical Devices,NCM,0.11
RBKB,Financial Services,Banks - Regional,NCM,0.11
LIDR,Technology,Software - Infrastructure,NCM,0.11
QIPT,Healthcare,Medical Distribution,NCM,0.11
GECC,Financial Services,Asset Management,NGM,0.11
UNB,Financial Services,Banks - Regional,NGM,0.11
ASYS,Technology,Semiconductor Equipment & Materials,NMS,0.11
RDZN,Technology,Software - Application,NGM,0.11
TZOO,Communication Services,Internet Content & Information,NMS,0.11
MX,Technology,Semiconductors,NYQ,0.11
NMT,Financial Services,Asset Management,NYQ,0.11
BIOX,Basic Materials,Agricultural Inputs,NMS,0.11
GGZ,Financial Services,Asset Management,NYQ,0.11
NPT,Consumer Cyclical,Specialty Retail,NGM,0.11
KVHI,Communication Services,Telecom Services,NMS,0.11
KVAC,Financial Services,Shell Companies,NGM,0.11
QUMS,Financial Services,Shell Companies,NGM,0.11
SLGL,Healthcare,Biotechnology,NCM,0.11
TSQ,Communication Services,Advertising Agencies,NYQ,0.11
SNT,Industrials,Security & Protection Services,NGM,0.11
GLU,Financial Services,Asset Management,ASE,0.11
PGAC,Financial Services,Shell Companies,NGM,0.11
STHO,Real Estate,Real Estate Services,NGM,0.11
CNTX,Healthcare,Biotechnology,NCM,0.11
IHD,Financial Services,Asset Management,NYQ,0.11
STI,Industrials,Electrical Equipment & Parts,NGM,0.11
IKT,Healthcare,Biotechnology,NCM,0.11
WKEY,Technology,Semiconductors,NGM,0.11
MMLP,Energy,Oil & Gas Midstream,NMS,0.11
SBI,Financial Services,Asset Management,NYQ,0.11
EPSN,Energy,Oil & Gas E&P,NGM,0.11
COYA,Healthcare,Biotechnology,NCM,0.11
HOVR,Industrials,Aerospace & Defense,NCM,0.11
HPAI,Technology,Software - Infrastructure,NCM,0.11
MGYR,Financial Services,Banks - Regional,NGM,0.11
MGX,Healthcare,Biotechnology,NMS,0.11
WGRX,Healthcare,Pharmaceutical Retailers,NCM,0.11
RITR,Industrials,Engineering & Construction,NCM,0.11
ORGN,Basic Materials,Chemicals,NCM,0.11
PLRX,Healthcare,Biotechnology,NMS,0.11
NA,Technology,Semiconductors,NGM,0.11
ANEB,Healthcare,Biotechnology,NCM,0.11
CDLX,Communication Services,Advertising Agencies,NGM,0.11
WHWK,Healthcare,Biotechnology,NCM,0.11
CHAR,Financial Services,Shell Companies,NGM,0.11
INTT,Technology,Semiconductor Equipment & Materials,ASE,0.11
BSBK,Financial Services,Banks - Regional,NCM,0.11
CCIF,Financial Services,Asset Management,NYQ,0.11
PROP,Energy,Oil & Gas E&P,NCM,0.11
GNT,Financial Services,Asset Management,NYQ,0.11
CRDL,Healthcare,Drug Manufacturers - Specialty & Generic,NCM,0.11
ERH,Financial Services,Asset Management,ASE,0.11
ONMD,Healthcare,Health Information Services,NCM,0.11
GRWG,Consumer Cyclical,Specialty Retail,NCM,0.11
MGF,Financial Services,Asset Management,NYQ,0.1
ATOM,Technology,Semiconductor Equipment & Materials,NCM,0.1
DHX,Technology,Software - Application,NYQ,0.1
TUSK,Industrials,Conglomerates,NMS,0.1
KPTI,Healthcare,Biotechnology,NMS,0.1
NOEM,Financial Services,Shell Companies,NGM,0.1
GDL,Financial Services,Asset Management,NYQ,0.1
BAER,Industrials,Security & Protection Services,NGM,0.1
BMEA,Healthcare,Biotechnology,NMS,0.1
ATRA,Healthcare,Biotechnology,NMS,0.1
PTHS,Healthcare,Biotechnology,ASE,0.1
PSQH,Technology,Software - Application,NYQ,0.1
VELO,Technology,Computer Hardware,NCM,0.1
EVF,Financial Services,Asset Management,NYQ,0.1
ALAR,Technology,Software - Infrastructure,NCM,0.1
MDIA,Communication Services,Broadcasting,NCM,0.1
MLGO,Technology,Software - Infrastructure,NCM,0.1
MLCI,Financial Services,Asset Management,NCM,0.1
EXOZ,Healthcare,Biotechnology,NCM,0.1
CMTL,Technology,Communication Equipment,NMS,0.1
NEXM,Basic Materials,Other Industrial Metals & Mining,NCM,0.1
VANI,Healthcare,Biotechnology,NCM,0.1
NMI,Financial Services,Asset Management,NYQ,0.1
LGO,Basic Materials,Other Industrial Metals & Mining,NMS,0.1
SILC,Technology,Communication Equipment,NMS,0.1
JLS,Financial Services,Asset Management,NYQ,0.1
LINK,Technology,Electronic Components,NCM,0.1
GENK,Consumer Cyclical,Restaurants,NGM,0.1
KNDI,Consumer Cyclical,Recreational Vehicles,NMS,0.1
NUKK,Technology,Software - Application,NGM,0.1
CHPG,Financial Services,Shell Companies,NGM,0.1
ORMP,Healthcare,Biotechnology,NCM,0.1
FLL,Consumer Cyclical,Resorts & Casinos,NCM,0.1
FLUX,Industrials,Electrical Equipment & Parts,NCM,0.1
LSBK,Financial Services,Banks - Regional,NGM,0.1
FONR,Healthcare,Diagnostics & Research,NCM,0.1
GNSS,Technology,Scientific & Technical Instruments,NCM,0.1
PROV,Financial Services,Banks - Regional,NMS,0.1
TOUR,Consumer Cyclical,Travel Services,NGM,0.1
SOL,Technology,Solar,NYQ,0.1
OPAD,Real Estate,Real Estate Services,NYQ,0.1
SPWH,Consumer Cyclical,Specialty Retail,NMS,0.1
SQNS,Technology,Semiconductors,NYQ,0.1
SPKL,Financial Services,Shell Companies,NGM,0.1
OFS,Financial Services,Asset Management,NMS,0.1
UHG,Consumer Cyclical,Residential Construction,NGM,0.1
AOUT,Consumer Cyclical,Leisure,NMS,0.1
CEE,Financial Services,Asset Management,NYQ,0.1
OPTX,Technology,Electronic Components,NCM,0.1
OPTT,Industrials,Specialty Industrial Machinery,ASE,0.1
PGP,Financial Services,Asset Management,NYQ,0.1
STEC,Technology,Software - Application,NCM,0.1
HLP,Basic Materials,Steel,NCM,0.1
IGI,Financial Services,Asset Management,NYQ,0.1
STKE,Financial Services,Capital Markets,NMS,0.1
IDN,Technology,Software - Application,NGM,0.1
FGMC,Financial Services,Shell Companies,NGM,0.1
ENTX,Healthcare,Biotechnology,NCM,0.1
XCH,Industrials,Specialty Industrial Machinery,NGM,0.1
AIRE,Real Estate,Real Estate Services,NCM,0.1
XFOR,Healthcare,Biotechnology,NCM,0.09
EUDA,Real Estate,Real Estate Services,NCM,0.09
WSBK,Financial Services,Banks - Regional,NCM,0.09
ESLA,Healthcare,Biotechnology,NCM,0.09
ALXO,Healthcare,Biotechnology,NMS,0.09
AMTD,Financial Services,Asset Management,NYQ,0.09
AMWL,Healthcare,Health Information Services,NYQ,0.09
MAMK,Industrials,Conglomerates,NCM,0.09
LSE,Energy,Oil & Gas Equipment & Services,NCM,0.09
WBX,Technology,Electronic Components,NYQ,0.09
LOOP,Basic Materials,Specialty Chemicals,NGM,0.09
UCL,Communication Services,Telecom Services,NGM,0.09
IZEA,Communication Services,Internet Content & Information,NCM,0.09
BLNE,Financial Services,Mortgage Finance,NCM,0.09
RFM,Financial Services,Asset Management,NYQ,0.09
RFIL,Industrials,Electrical Equipment & Parts,NGM,0.09
LFT,Real Estate,REIT - Mortgage,NYQ,0.09
LCCC,Financial Services,Shell Companies,NGM,0.09
BENF,Financial Services,Asset Management,NCM,0.09
KLRS,Healthcare,Biotechnology,NGM,0.09
NTRB,Healthcare,Biotechnology,NCM,0.09
UNCY,Healthcare,Biotechnology,NCM,0.09
NSPR,Healthcare,Medical Devices,NCM,0.09
NNBR,Industrials,Conglomerates,NMS,0.09
AUBN,Financial Services,Banks - Regional,NGM,0.09
VGI,Financial Services,Asset Management,NYQ,0.09
ATYR,Healthcare,Biotechnology,NCM,0.09
VHC,Technology,Software - Infrastructure,NCM,0.09
RMI,Financial Services,Asset Management,NYQ,0.09
ATHE,Healthcare,Biotechnology,NCM,0.09
FMN,Financial Services,Asset Management,NYQ,0.09
INVE,Industrials,Building Products & Equipment,NCM,0.09
HOFT,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NMS,0.09
STG,Consumer Defensive,Education & Training Services,NYQ,0.09
GWH,Industrials,Electrical Equipment & Parts,NYQ,0.09
CTM,Technology,Information Technology Services,ASE,0.09
PRPL,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NMS,0.09
PRLD,Healthcare,Biotechnology,NMS,0.09
ICG,Technology,Semiconductors,NCM,0.09
ILLR,Technology,Software - Application,NCM,0.09
STTK,Healthcare,Biotechnology,NMS,0.09
PFX,Financial Services,Asset Management,NGM,0.09
EDAP,Healthcare,Medical Distribution,NGM,0.09
HSPT,Financial Services,Shell Companies,NGM,0.09
PDEX,Healthcare,Medical Instruments & Supplies,NCM,0.09
STRO,Healthcare,Biotechnology,NGM,0.09
CNTB,Healthcare,Biotechnology,NGM,0.09
CMU,Financial Services,Asset Management,NYQ,0.09
TGE,Financial Services,Asset Management,NYQ,0.09
ORIQ,Financial Services,Shell Companies,NGM,0.09
INTG,Consumer Cyclical,Lodging,NCM,0.09
IMA,Healthcare,Biotechnology,NCM,0.09
ZTEK,Healthcare,Medical Instruments & Supplies,NCM,0.09
ADVM,Healthcare,Biotechnology,NCM,0.09
SRL,Financial Services,Capital Markets,NYQ,0.09
YTRA,Consumer Cyclical,Travel Services,NCM,0.09
GDO,Financial Services,Asset Management,NYQ,0.09
DTI,Energy,Oil & Gas Equipment & Services,NCM,0.09
SLNG,Energy,Oil & Gas Integrated,NCM,0.09
QNCX,Healthcare,Biotechnology,NMS,0.09
DTSQ,Financial Services,Shell Companies,NGM,0.09
GCV,Financial Services,Asset Management,NYQ,0.09
DOMH,Financial Services,Capital Markets,NCM,0.09
SND,Energy,Oil & Gas Equipment & Services,NMS,0.09
PBHC,Financial Services,Banks - Regional,NCM,0.09
TDTH,Technology,Information Technology Services,NCM,0.09
CBAT,Industrials,Electrical Equipment & Parts,NCM,0.09
FTEK,Industrials,Pollution & Treatment Controls,NCM,0.09
CHMI,Real Estate,REIT - Mortgage,NYQ,0.09
IFRX,Healthcare,Biotechnology,NMS,0.09
CHAI,Communication Services,Internet Content & Information,NCM,0.09
CFSB,Financial Services,Banks - Regional,NCM,0.09
FSHP,Financial Services,Shell Companies,NGM,0.09
FNGR,Communication Services,Telecom Services,NCM,0.09
OKYO,Healthcare,Biotechnology,NCM,0.09
TORO,Energy,Oil & Gas Midstream,NCM,0.08
CAPN,Financial Services,Shell Companies,NGM,0.08
JLHL,Industrials,Building Products & Equipment,NCM,0.08
BYSI,Healthcare,Biotechnology,NCM,0.08
ASPC,Financial Services,Shell Companies,NCM,0.08
AFCG,Real Estate,REIT - Mortgage,NGM,0.08
XBIT,Healthcare,Biotechnology,NMS,0.08
MAYS,Real Estate,Real Estate Services,NCM,0.08
RYM,Industrials,Farm & Heavy Construction Machinery,NCM,0.08
JFB,Real Estate,Real Estate - Development,NCM,0.08
IROQ,Financial Services,Banks - Regional,NCM,0.08
TZUP,Communication Services,Advertising Agencies,NCM,0.08
UBCP,Financial Services,Banks - Regional,NCM,0.08
BMHL,Financial Services,Capital Markets,NCM,0.08
UFI,Consumer Cyclical,Textile Manufacturing,NYQ,0.08
NXC,Financial Services,Asset Management,NYQ,0.08
UYSC,Financial Services,Shell Companies,NCM,0.08
ASRT,Healthcare,Drug Manufacturers - Specialty & Generic,NCM,0.08
ALTO,Basic Materials,Specialty Chemicals,NCM,0.08
VTVT,Healthcare,Biotechnology,NCM,0.08
RPTX,Healthcare,Biotechnology,NMS,0.08
YIBO,Technology,Computer Hardware,NCM,0.08
YHNA,Financial Services,Shell Companies,NGM,0.08
MOB,Industrials,Aerospace & Defense,NCM,0.08
DTF,Financial Services,Asset Management,NYQ,0.08
ADAG,Healthcare,Biotechnology,NGM,0.08
MIND,Technology,Scientific & Technical Instruments,NCM,0.08
GEG,Financial Services,Asset Management,NMS,0.08
PZG,Basic Materials,Gold,ASE,0.08
MHH,Industrials,Staffing & Employment Services,ASE,0.08
DMA,Financial Services,Asset Management,NYQ,0.08
DIT,Consumer Defensive,Food Distribution,ASE,0.08
DAIC,Technology,Information Technology Services,NGM,0.08
STKS,Consumer Cyclical,Restaurants,NCM,0.08
SSBI,Financial Services,Banks - Regional,NGM,0.08
SSEA,Financial Services,Shell Companies,NCM,0.08
SOGP,Communication Services,Internet Content & Information,NCM,0.08
IBG,Consumer Defensive,Beverages - Wineries & Distilleries,NCM,0.08
SHIM,Industrials,Engineering & Construction,NCM,0.08
GPUS,Industrials,Aerospace & Defense,ASE,0.08
DTIL,Healthcare,Biotechnology,NCM,0.08
DLHC,Industrials,Specialty Business Services,NCM,0.08
GRAN,Financial Services,Capital Markets,NCM,0.08
GCTS,Technology,Semiconductors,NYQ,0.08
HOUR,Consumer Cyclical,Internet Retail,NCM,0.08
PNI,Financial Services,Asset Management,NYQ,0.08
PMVP,Healthcare,Biotechnology,NMS,0.08
SPRB,Healthcare,Biotechnology,NCM,0.08
ISRL,Financial Services,Shell Companies,NGM,0.08
INCR,Healthcare,Drug Manufacturers - Specialty & Generic,NGM,0.08
RDAC,Financial Services,Shell Companies,NCM,0.08
CCG,Communication Services,Internet Content & Information,NCM,0.08
THCH,Consumer Cyclical,Restaurants,NCM,0.08
CPHC,Consumer Cyclical,Resorts & Casinos,NGM,0.08
HOWL,Healthcare,Biotechnology,NMS,0.08
IAE,Financial Services,Asset Management,NYQ,0.08
HYFT,Healthcare,Biotechnology,NCM,0.08
FVN,Financial Services,Shell Companies,NCM,0.08
RGT,Financial Services,Asset Management,NYQ,0.08
EQ,Healthcare,Biotechnology,NCM,0.08
ATHR,Technology,Software - Application,NCM,0.08
LCUT,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NMS,0.08
LASE,Industrials,Specialty Industrial Machinery,NCM,0.08
LFS,Communication Services,Entertainment,NCM,0.08
MCHX,Communication Services,Advertising Agencies,NMS,0.08
PCM,Financial Services,Asset Management,NYQ,0.08
SFWL,Industrials,Integrated Freight & Logistics,NCM,0.08
CLNN,Consumer Defensive,Packaged Foods,NCM,0.08
SGA,Communication Services,Broadcasting,NGM,0.08
CATO,Consumer Cyclical,Apparel Retail,NYQ,0.08
ELTK,Technology,Electronic Components,NCM,0.08
CBUS,Healthcare,Biotechnology,NCM,0.08
IMUX,Healthcare,Biotechnology,NMS,0.08
HYPD,Healthcare,Biotechnology,NCM,0.08
COLA,Financial Services,Shell Companies,NGM,0.08
ABVC,Healthcare,Biotechnology,NCM,0.07
RVPH,Healthcare,Biotechnology,NCM,0.07
MPU,Communication Services,Entertainment,ASE,0.07
AFJK,Financial Services,Shell Companies,NGM,0.07
MGRT,Technology,Information Technology Services,NCM,0.07
ALGS,Healthcare,Biotechnology,NCM,0.07
LUNG,Healthcare,Medical Devices,NMS,0.07
AMPG,Technology,Communication Equipment,NCM,0.07
VTSI,Technology,Software - Application,NCM,0.07
LOCL,Consumer Defensive,Farm Products,NYQ,0.07
CAMP,Healthcare,Biotechnology,NGM,0.07
OCG,Consumer Cyclical,Internet Retail,NCM,0.07
OCC,Technology,Communication Equipment,NGM,0.07
RIBB,Financial Services,Shell Companies,NCM,0.07
BRLS,Consumer Defensive,Packaged Foods,NCM,0.07
BOTJ,Financial Services,Banks - Regional,NCM,0.07
BRAG,Consumer Cyclical,Gambling,NMS,0.07
NXTT,Technology,Software - Application,NCM,0.07
BRID,Consumer Defensive,Packaged Foods,NGM,0.07
RLMD,Healthcare,Biotechnology,NCM,0.07
UAVS,Technology,Computer Hardware,ASE,0.07
JSPR,Healthcare,Biotechnology,NCM,0.07
RGS,Consumer Cyclical,Personal Services,NGM,0.07
FORA,Healthcare,Health Information Services,NCM,0.07
FDSB,Financial Services,Banks - Regional,NCM,0.07
NTIC,Basic Materials,Specialty Chemicals,NGM,0.07
NMS,Financial Services,Asset Management,NYQ,0.07
LITS,Healthcare,Biotechnology,NCM,0.07
VLT,Financial Services,Asset Management,NYQ,0.07
VATE,Industrials,Engineering & Construction,NYQ,0.07
NRXP,Healthcare,Biotechnology,NCM,0.07
NSRX,Healthcare,Drug Manufacturers - General,ASE,0.07
KBSX,Basic Materials,Steel,NGM,0.07
FBIO,Healthcare,Biotechnology,NCM,0.07
MCRP,Technology,Software - Infrastructure,ASE,0.07
WTG,Financial Services,Shell Companies,NCM,0.07
ALOT,Technology,Computer Hardware,NGM,0.07
REFR,Technology,Electronic Components,NCM,0.07
IOBT,Healthcare,Biotechnology,NMS,0.07
FNWB,Financial Services,Banks - Regional,NGM,0.07
CEV,Financial Services,Asset Management,NYQ,0.07
INKT,Healthcare,Biotechnology,NCM,0.07
PGZ,Financial Services,Asset Management,NYQ,0.07
HKIT,Technology,Software - Application,NCM,0.07
SUUN,Utilities,Utilities - Renewable,NGM,0.07
CPBI,Financial Services,Banks - Regional,NCM,0.07
COEP,Healthcare,Biotechnology,NCM,0.07
CNTY,Consumer Cyclical,Resorts & Casinos,NCM,0.07
FUSB,Financial Services,Banks - Regional,NCM,0.07
FUSE,Technology,Software - Application,NYQ,0.07
RCT,Technology,Software - Application,NCM,0.07
SCWO,Industrials,Pollution & Treatment Controls,NCM,0.07
IOR,Financial Services,Mortgage Finance,ASE,0.07
DXR,Healthcare,Medical Instruments & Supplies,NCM,0.07
HMR,Industrials,Marine Shipping,NCM,0.07
HCHL,Consumer Cyclical,Restaurants,NCM,0.07
DWSN,Energy,Oil & Gas Equipment & Services,NMS,0.07
GANX,Healthcare,Biotechnology,NGM,0.07
GMHS,Communication Services,Electronic Gaming & Multimedia,NCM,0.07
SOTK,Technology,Scientific & Technical Instruments,NCM,0.07
CXH,Financial Services,Asset Management,NYQ,0.07
CVM,Healthcare,Biotechnology,ASE,0.07
PMEC,Industrials,Specialty Business Services,NCM,0.07
CPSH,Technology,Electronic Components,NCM,0.07
CRVO,Healthcare,Biotechnology,NCM,0.07
HNNA,Financial Services,Asset Management,NGM,0.07
EEA,Financial Services,Asset Management,NYQ,0.07
GLV,Financial Services,Asset Management,ASE,0.07
GNS,Consumer Defensive,Education & Training Services,ASE,0.07
DSY,Consumer Defensive,Household & Personal Products,NGM,0.07
XPL,Basic Materials,Other Industrial Metals & Mining,ASE,0.07
GAME,Communication Services,Electronic Gaming & Multimedia,NCM,0.07
ACRV,Healthcare,Biotechnology,NGM,0.07
ZENV,Technology,Software - Application,NCM,0.07
JMM,Financial Services,Asset Management,NYQ,0.06
RYOJ,Industrials,Consulting Services,NCM,0.06
JFU,Technology,Information Technology Services,NGM,0.06
RSF,Financial Services,Asset Management,NYQ,0.06
PVL,Energy,Oil & Gas E&P,NYQ,0.06
TELA,Healthcare,Medical Devices,NGM,0.06
GGR,Consumer Cyclical,Auto Manufacturers,NCM,0.06
MDCX,Healthcare,Drug Manufacturers - General,NCM,0.06
MDAI,Healthcare,Medical Devices,NCM,0.06
PODC,Communication Services,Internet Content & Information,NCM,0.06
OTLK,Healthcare,Biotechnology,NCM,0.06
LICN,Industrials,Specialty Business Services,NCM,0.06
OSTX,Healthcare,Biotechnology,ASE,0.06
TLPH,Healthcare,Drug Manufacturers - Specialty & Generic,NCM,0.06
GMM,Technology,Information Technology Services,NCM,0.06
NSTS,Financial Services,Banks - Regional,NCM,0.06
ATPC,Consumer Defensive,Packaged Foods,NCM,0.06
KSCP,Industrials,Security & Protection Services,NCM,0.06
NOTE,Technology,Information Technology Services,NYQ,0.06
MAGH,Industrials,Engineering & Construction,NCM,0.06
SNCR,Technology,Software - Infrastructure,NCM,0.06
MVO,Energy,Oil & Gas E&P,NYQ,0.06
KPLT,Technology,Software - Infrastructure,NGM,0.06
TISI,Industrials,Specialty Business Services,NYQ,0.06
BDL,Consumer Cyclical,Restaurants,ASE,0.06
VERU,Healthcare,Biotechnology,NCM,0.06
CELU,Healthcare,Biotechnology,NCM,0.06
ALCY,Financial Services,Shell Companies,NCM,0.06
AIFU,Financial Services,Insurance Brokers,NMS,0.06
SST,Industrials,Specialty Business Services,NYQ,0.06
UPLD,Technology,Software - Application,NGM,0.06
ACFN,Technology,Scientific & Technical Instruments,NCM,0.06
AAME,Financial Services,Insurance - Life,NGM,0.06
YXT,Technology,Software - Application,NGM,0.06
WYY,Technology,Information Technology Services,ASE,0.06
XBP,Technology,Software - Infrastructure,NCM,0.06
LNZA,Industrials,Waste Management,NCM,0.06
FATN,Technology,Software - Infrastructure,NCM,0.06
CNVS,Communication Services,Entertainment,NCM,0.06
OAKU,Financial Services,Shell Companies,NCM,0.06
ANL,Healthcare,Biotechnology,NGM,0.06
NAMI,Communication Services,Internet Content & Information,NCM,0.06
BZFD,Communication Services,Internet Content & Information,NCM,0.06
BWEN,Industrials,Specialty Industrial Machinery,NCM,0.06
ODYS,Technology,Scientific & Technical Instruments,NCM,0.06
BYFC,Financial Services,Banks - Regional,NCM,0.06
CPOP,Communication Services,Entertainment,NCM,0.06
VSME,Communication Services,Advertising Agencies,NCM,0.06
SELF,Real Estate,REIT - Specialty,NCM,0.06
SER,Healthcare,Biotechnology,ASE,0.06
NEON,Technology,Electronic Components,NCM,0.06
HTCO,Industrials,Marine Shipping,NCM,0.06
LOAN,Real Estate,REIT - Mortgage,NCM,0.06
TSE,Basic Materials,Specialty Chemicals,NYQ,0.06
WFCF,Industrials,Specialty Business Services,NCM,0.06
GROV,Consumer Defensive,Household & Personal Products,NYQ,0.06
CVGI,Consumer Cyclical,Auto Parts,NMS,0.06
PLUT,Financial Services,Capital Markets,NCM,0.06
VRA,Consumer Cyclical,Footwear & Accessories,NMS,0.06
RCON,Energy,Oil & Gas Equipment & Services,NCM,0.06
ICCM,Healthcare,Medical Devices,NCM,0.06
KNRX,Technology,Software - Application,ASE,0.06
KORE,Communication Services,Telecom Services,NYQ,0.06
PED,Energy,Oil & Gas E&P,ASE,0.06
DXLG,Consumer Cyclical,Apparel Retail,NGM,0.06
BIRD,Consumer Cyclical,Apparel Retail,NMS,0.06
HOLO,Technology,Electronic Components,NCM,0.06
FLNT,Communication Services,Advertising Agencies,NCM,0.06
PSTV,Healthcare,Biotechnology,NCM,0.06
AIRT,Industrials,Conglomerates,NCM,0.06
MAXN,Technology,Solar,NMS,0.06
MESA,Industrials,Airlines,NCM,0.06
FKWL,Technology,Communication Equipment,NCM,0.06
MNY,Communication Services,Internet Content & Information,NGM,0.06
YSXT,Industrials,Specialty Business Services,NCM,0.06
WYHG,Consumer Defensive,Packaged Foods,NCM,0.06
MNOV,Healthcare,Biotechnology,NGM,0.06
CUE,Healthcare,Biotechnology,NCM,0.06
BEDU,Consumer Defensive,Education & Training Services,NYQ,0.06
PHUN,Technology,Software - Application,NCM,0.06
UEIC,Technology,Consumer Electronics,NMS,0.06
LVO,Communication Services,Entertainment,NCM,0.06
PETS,Healthcare,Pharmaceutical Retailers,NMS,0.06
NEPH,Healthcare,Medical Instruments & Supplies,NCM,0.06
LPSN,Technology,Software - Application,NMS,0.06
BHAT,Communication Services,Electronic Gaming & Multimedia,NCM,0.06
BEAT,Healthcare,Health Information Services,NCM,0.06
UBXG,Technology,Software - Infrastructure,NCM,0.06
BSAA,Financial Services,Shell Companies,NCM,0.06
BRIA,Consumer Cyclical,Apparel Retail,ASE,0.05
NTWK,Technology,Software - Application,NCM,0.05
SKYE,Healthcare,Biotechnology,NGM,0.05
JUNS,Healthcare,Biotechnology,NCM,0.05
SNTI,Healthcare,Biotechnology,NCM,0.05
SMXT,Technology,Solar,NCM,0.05
FMY,Financial Services,Asset Management,NYQ,0.05
FMST,Basic Materials,Other Industrial Metals & Mining,NCM,0.05
EURK,Financial Services,Shell Companies,NCM,0.05
EVAX,Healthcare,Biotechnology,NCM,0.05
NHTC,Consumer Cyclical,Internet Retail,NCM,0.05
INMB,Healthcare,Biotechnology,NCM,0.05
CFND,,,NYQ,0.05
NOTV,Healthcare,Diagnostics & Research,NCM,0.05
BDMD,Healthcare,Medical Devices,NCM,0.05
TLYS,Consumer Cyclical,Apparel Retail,NYQ,0.05
SPCB,Industrials,Security & Protection Services,NCM,0.05
IPSC,Healthcare,Biotechnology,NCM,0.05
ATNM,Healthcare,Biotechnology,ASE,0.05
TELO,Healthcare,Biotechnology,NCM,0.05
NRT,Energy,Oil & Gas E&P,NYQ,0.05
INLX,Technology,Software - Application,ASE,0.05
PPSI,Industrials,Electrical Equipment & Parts,NCM,0.05
AIRG,Technology,Communication Equipment,NCM,0.05
ZJYL,Healthcare,Medical Instruments & Supplies,NCM,0.05
BRFH,Consumer Defensive,Beverages - Non-Alcoholic,NCM,0.05
JG,Technology,Software - Infrastructure,NCM,0.05
BTAI,Healthcare,Biotechnology,NCM,0.05
ABLV,Consumer Cyclical,Specialty Retail,NCM,0.05
ZDGE,Communication Services,Internet Content & Information,ASE,0.05
MRSN,Healthcare,Biotechnology,NMS,0.05
AWRE,Technology,Software - Application,NGM,0.05
PYPD,Healthcare,Biotechnology,NCM,0.05
PBBK,Financial Services,Banks - Regional,NCM,0.05
IMG,Consumer Defensive,Packaged Foods,NCM,0.05
PRT,Energy,Oil & Gas E&P,NYQ,0.05
TCBS,Financial Services,Banks - Regional,NCM,0.05
CRT,Energy,Oil & Gas E&P,NYQ,0.05
MXE,Financial Services,Asset Management,NYQ,0.05
WAVE,Utilities,Utilities - Renewable,NCM,0.05
NXN,Financial Services,Asset Management,NYQ,0.05
BKHA,Financial Services,Shell Companies,NGM,0.05
TOP,Financial Services,Capital Markets,NCM,0.05
HGBL,Financial Services,Capital Markets,NCM,0.05
BURU,Industrials,Specialty Industrial Machinery,ASE,0.05
CULP,Consumer Cyclical,Textile Manufacturing,NYQ,0.05
TPST,Healthcare,Biotechnology,NCM,0.05
ASRV,Financial Services,Banks - Regional,NGM,0.05
VOC,Energy,Oil & Gas E&P,NYQ,0.05
TACT,Technology,Computer Hardware,NGM,0.05
TBMC,Financial Services,Shell Companies,NGM,0.05
SYPR,Consumer Cyclical,Auto Parts,NGM,0.05
BDSX,Healthcare,Diagnostics & Research,NGM,0.05
TPCS,Industrials,Metal Fabrication,NCM,0.05
RMCO,Financial Services,Asset Management,NCM,0.05
ANVS,Healthcare,Biotechnology,NYQ,0.05
FSEA,Financial Services,Banks - Regional,NCM,0.05
CLIR,Industrials,Pollution & Treatment Controls,NCM,0.05
SRTS,Healthcare,Medical Devices,NCM,0.05
LSF,Consumer Defensive,Packaged Foods,ASE,0.05
BRNS,Healthcare,Biotechnology,NGM,0.05
MAIA,Healthcare,Biotechnology,ASE,0.05
TVRD,Healthcare,Biotechnology,NCM,0.05
WIMI,Communication Services,Advertising Agencies,NGM,0.05
RDI,Communication Services,Entertainment,NCM,0.05
RDIB,Communication Services,Entertainment,NCM,0.05
ATCH,Technology,Software - Infrastructure,ASE,0.05
CLST,Financial Services,Banks - Regional,NCM,0.05
ICCC,Healthcare,Biotechnology,NCM,0.05
RECT,Consumer Cyclical,Specialty Retail,NCM,0.05
